date,department,headcount,new_hires,terminations,absences,overtime_hours,training_hours,avg_performance_score,avg_salary_usd,engagement_score
9/14/2015,Data_Analytics,89,2,0,3,3,1.9,3.08,79330.62,0.702
9/15/2015,Data_Analytics,89,0,0,1,0.7,1,3.26,78010.81,0.62
9/16/2015,Data_Analytics,90,0,1,0,0.4,1,3.11,76879.64,0.766
9/17/2015,Data_Analytics,90,0,0,0,0.3,0.3,3.6,77577.95,0.716
9/18/2015,Data_Analytics,93,0,1,2,1.3,2.7,3.08,76141.83,0.792
9/19/2015,Data_Analytics,93,0,0,1,1.2,2.3,3.3,77025.31,0.79
9/20/2015,Data_Analytics,92,0,0,1,0.4,0.7,3.23,77658.43,0.618
9/21/2015,Data_Analytics,87,2,0,3,6.3,0,3.24,74910.8,0.719
9/22/2015,Data_Analytics,93,0,0,0,3.4,0.6,2.98,79524.02,0.735
9/23/2015,Data_Analytics,91,0,0,2,0.7,1.5,3.18,79994.45,0.691
9/24/2015,Data_Analytics,90,0,0,2,4.1,0.1,3.07,79913.43,0.702
9/25/2015,Data_Analytics,86,0,1,1,1.3,1.5,3.17,78687.95,0.73
9/26/2015,Data_Analytics,96,1,1,1,0.9,0.4,3.31,79661.2,0.777
9/27/2015,Data_Analytics,87,0,0,2,5.9,0.2,3.12,78581.74,0.723
9/28/2015,Data_Analytics,90,0,1,2,1.9,0.3,3.29,77417.66,0.857
9/29/2015,Data_Analytics,88,0,0,2,1.7,0.1,3.2,78593.89,0.765
9/30/2015,Data_Analytics,91,0,0,1,5.3,2.8,3.43,75476.9,0.81
10/1/2015,Data_Analytics,95,0,0,4,0.7,1,3.15,77964.01,0.789
10/2/2015,Data_Analytics,93,0,0,1,1.1,2,3.34,75270.32,0.659
10/3/2015,Data_Analytics,88,1,0,0,7.2,0.5,3.14,79123.6,0.676
10/4/2015,Data_Analytics,88,1,1,1,3.3,0.8,3.12,79088.14,0.718
10/5/2015,Data_Analytics,91,0,0,1,0.2,0.6,2.97,79168.8,0.713
10/6/2015,Data_Analytics,91,0,0,2,5.6,0.1,3.32,77226.71,0.762
10/7/2015,Data_Analytics,90,0,0,1,3.8,1.2,3.2,76125.51,0.777
10/8/2015,Data_Analytics,91,1,0,1,1.5,0.6,3.34,80636.99,0.709
10/9/2015,Data_Analytics,92,0,0,2,3.1,2,3.29,77749.44,0.715
10/10/2015,Data_Analytics,88,0,0,2,0.1,3,3.11,78054.43,0.728
10/11/2015,Data_Analytics,90,0,0,0,3.7,0.5,2.8,77601.66,0.672
10/12/2015,Data_Analytics,86,0,0,0,6.4,0.4,3.11,77250.56,0.794
10/13/2015,Data_Analytics,86,1,0,0,1.3,1.9,3.52,79500.85,0.724
10/14/2015,Data_Analytics,90,1,0,3,6,0.2,3.39,79106.76,0.802
10/15/2015,Data_Analytics,91,1,0,1,2.3,1,3.19,76398.86,0.744
10/16/2015,Data_Analytics,89,0,0,1,4.4,0.7,2.99,78446.12,0.724
10/17/2015,Data_Analytics,90,0,0,0,2.9,0.1,3.15,76530.35,0.839
10/18/2015,Data_Analytics,89,0,0,1,2.9,1.5,3.09,78860.54,0.708
10/19/2015,Data_Analytics,87,0,0,1,4.9,2,3.08,79471.12,0.652
10/20/2015,Data_Analytics,89,0,0,1,7.8,1.5,3.24,78923.5,0.745
10/21/2015,Data_Analytics,88,1,0,1,1,1.2,3.13,77856.02,0.701
10/22/2015,Data_Analytics,87,0,0,4,0.5,0.4,3.47,78159.57,0.594
10/23/2015,Data_Analytics,90,0,0,1,12.6,1.1,3.18,79359.61,0.63
10/24/2015,Data_Analytics,90,0,0,1,2.7,1.4,3.23,80897.33,0.706
10/25/2015,Data_Analytics,91,2,0,0,4.3,0.1,3.22,77432.73,0.679
10/26/2015,Data_Analytics,90,0,0,1,0.9,0.2,3,75501.13,0.731
10/27/2015,Data_Analytics,95,0,0,1,7.9,0.2,2.96,79028.62,0.755
10/28/2015,Data_Analytics,97,0,0,1,0.9,0.1,3.05,78996.74,0.713
10/29/2015,Data_Analytics,92,0,0,3,6.1,1.9,3.39,75278.27,0.731
10/30/2015,Data_Analytics,92,0,0,4,0.4,1.9,3.2,76613.36,0.764
10/31/2015,Data_Analytics,94,1,0,3,4.5,0.3,2.95,78454.18,0.66
11/1/2015,Data_Analytics,87,1,0,2,0.4,1.4,3.33,77225.47,0.704
11/2/2015,Data_Analytics,91,0,0,3,0.3,0.7,3.6,80045.28,0.654
11/3/2015,Data_Analytics,96,0,1,2,0.8,1.3,3.16,79318.56,0.718
11/4/2015,Data_Analytics,94,1,0,3,2.2,0.7,3.27,78254.24,0.713
11/5/2015,Data_Analytics,93,0,0,1,1.1,0.8,3.1,78731.34,0.627
11/6/2015,Data_Analytics,93,0,0,3,4.7,0.1,3.52,83318.19,0.723
11/7/2015,Data_Analytics,91,0,0,1,2.9,0.7,3.2,76395.65,0.746
11/8/2015,Data_Analytics,90,0,0,3,1.9,0.9,3.56,78049.33,0.677
11/9/2015,Data_Analytics,93,0,0,4,1.2,1.2,3.75,75782.82,0.743
11/10/2015,Data_Analytics,90,1,0,1,1,0.7,3.04,79689.37,0.676
11/11/2015,Data_Analytics,93,2,0,0,5,0.9,3.28,77793.25,0.683
11/12/2015,Data_Analytics,91,0,0,2,1.1,1.2,3.19,78021.69,0.778
11/13/2015,Data_Analytics,94,0,0,0,7.7,0.1,3.23,80727.58,0.653
11/14/2015,Data_Analytics,93,0,0,3,1.5,2.7,3.41,79353.12,0.757
11/15/2015,Data_Analytics,93,0,0,1,6.4,1.1,2.97,77711.29,0.703
11/16/2015,Data_Analytics,93,2,0,1,3,1.5,3.46,77426.24,0.753
11/17/2015,Data_Analytics,94,0,0,1,0.1,4.8,3.13,77886.97,0.766
11/18/2015,Data_Analytics,92,1,0,1,1.1,0.7,3.26,79939.68,0.632
11/19/2015,Data_Analytics,94,0,0,1,9.4,1.4,3.56,81717.66,0.73
11/20/2015,Data_Analytics,90,0,0,2,3.9,0.4,3.54,75671.16,0.82
11/21/2015,Data_Analytics,92,0,0,0,0.7,0.8,3.15,78727.79,0.806
11/22/2015,Data_Analytics,85,1,0,2,7,0.2,3.15,78449.91,0.738
11/23/2015,Data_Analytics,89,0,1,2,1.3,0.3,3.24,78259.18,0.793
11/24/2015,Data_Analytics,93,1,0,1,1.3,3,3.29,82027.7,0.781
11/25/2015,Data_Analytics,91,0,0,1,0.8,1,3.44,80838.46,0.71
11/26/2015,Data_Analytics,95,0,0,2,1.7,0.5,3.4,78058.94,0.745
11/27/2015,Data_Analytics,83,0,0,4,1.1,1.8,3.1,77961.45,0.785
11/28/2015,Data_Analytics,89,0,0,1,4.9,0.6,3.18,80741.65,0.754
11/29/2015,Data_Analytics,87,0,0,1,2.3,0.4,3.46,78912.39,0.75
11/30/2015,Data_Analytics,93,1,0,0,0.4,0.3,3.11,78704.57,0.755
12/1/2015,Data_Analytics,98,0,0,2,3.3,0.8,3.57,78708.5,0.649
12/2/2015,Data_Analytics,92,0,0,2,1.8,2,3.29,78549.86,0.726
12/3/2015,Data_Analytics,93,1,0,2,3.5,2,3.58,79192.89,0.776
12/4/2015,Data_Analytics,85,0,2,2,3.1,0.7,3.23,79248.59,0.676
12/5/2015,Data_Analytics,87,1,1,3,2.5,0.8,3.34,77804.24,0.708
12/6/2015,Data_Analytics,89,1,0,5,1.7,0.5,3.45,79408.13,0.76
12/7/2015,Data_Analytics,90,3,1,1,0.9,0.8,3.44,80591.71,0.763
12/8/2015,Data_Analytics,92,0,0,1,1.3,0.1,3.32,76526.26,0.841
12/9/2015,Data_Analytics,94,1,0,1,1.5,1.7,3.16,79901.39,0.688
12/10/2015,Data_Analytics,90,0,0,2,3,2.3,3.23,78815.11,0.741
12/11/2015,Data_Analytics,94,1,0,2,0.1,4.1,3.37,79211.86,0.703
12/12/2015,Data_Analytics,97,2,0,2,1.9,0.4,3.39,78182.46,0.753
12/13/2015,Data_Analytics,87,1,0,4,0.6,2.5,3.2,82021.39,0.777
12/14/2015,Data_Analytics,93,1,0,1,7.1,2.9,3.58,78876.09,0.693
12/15/2015,Data_Analytics,88,0,0,1,4.5,0.2,3.25,79209.88,0.78
12/16/2015,Data_Analytics,87,1,0,1,9.6,0.9,3.53,78586.14,0.769
12/17/2015,Data_Analytics,91,0,0,1,9.5,0.3,3.22,78386.38,0.718
12/18/2015,Data_Analytics,89,0,0,2,4.5,2,3.29,78451.64,0.709
12/19/2015,Data_Analytics,97,2,0,2,3.7,0.1,3.67,80195.85,0.725
12/20/2015,Data_Analytics,88,0,1,0,2.8,1,3.28,76669.05,0.696
12/21/2015,Data_Analytics,91,0,0,2,15.1,0.3,3.82,77545.18,0.742
12/22/2015,Data_Analytics,91,0,0,0,4.9,0.5,3.83,82848.82,0.707
12/23/2015,Data_Analytics,93,0,0,2,1,0.6,3.42,79895.67,0.791
12/24/2015,Data_Analytics,94,0,0,3,2.4,2.2,3.56,79174.6,0.751
12/25/2015,Data_Analytics,94,0,0,2,1.3,2.2,3.6,75685.76,0.651
12/26/2015,Data_Analytics,92,0,0,0,0.4,2.3,3.3,76909.08,0.701
12/27/2015,Data_Analytics,93,0,0,3,3.5,0.8,3.58,79605.26,0.693
12/28/2015,Data_Analytics,96,0,1,1,6.2,2,3.46,79020.86,0.803
12/29/2015,Data_Analytics,90,0,0,0,0.7,0.6,3.67,78946.26,0.673
12/30/2015,Data_Analytics,93,0,0,2,1.4,0.5,3.2,79435.34,0.769
12/31/2015,Data_Analytics,92,0,0,1,2,0.5,3.29,79856.85,0.708
1/1/2016,Data_Analytics,89,0,1,1,2.9,0.3,3.52,78353.5,0.642
1/2/2016,Data_Analytics,93,1,0,0,0.8,0.1,3.77,79843.78,0.784
1/3/2016,Data_Analytics,93,0,0,3,3.2,0.9,3.32,75551.57,0.68
1/4/2016,Data_Analytics,91,1,0,2,2.6,1.8,3.4,80181.34,0.652
1/5/2016,Data_Analytics,96,1,1,1,1.3,0.4,3.49,78782.82,0.719
1/6/2016,Data_Analytics,89,0,0,3,2.1,1.1,3.51,75459.21,0.729
1/7/2016,Data_Analytics,92,0,0,0,2.7,1.6,3.5,76160.83,0.67
1/8/2016,Data_Analytics,94,0,0,2,0,0.3,3.69,76605.56,0.831
1/9/2016,Data_Analytics,92,0,0,5,2.8,2.1,3.25,77958.53,0.672
1/10/2016,Data_Analytics,92,0,0,4,1.9,3.3,3.6,76013.73,0.804
1/11/2016,Data_Analytics,88,1,0,1,1.9,0.2,3.42,81058.56,0.657
1/12/2016,Data_Analytics,92,0,0,1,0,2.5,3.33,79444.8,0.748
1/13/2016,Data_Analytics,86,0,0,1,0.2,1.3,3.63,78942.33,0.715
1/14/2016,Data_Analytics,92,0,1,0,0.7,2.4,3.24,78532.24,0.754
1/15/2016,Data_Analytics,88,0,0,0,0.1,1,3.67,79168.16,0.752
1/16/2016,Data_Analytics,94,0,0,2,0.4,0.1,3.56,77129.69,0.758
1/17/2016,Data_Analytics,90,2,0,2,3.9,0.5,3.47,80377.07,0.724
1/18/2016,Data_Analytics,89,0,0,1,1.6,1.1,3.66,78017.21,0.654
1/19/2016,Data_Analytics,86,0,0,0,4.8,0.8,3.72,77762.23,0.688
1/20/2016,Data_Analytics,91,0,0,0,0.3,0.9,3.67,77355.68,0.701
1/21/2016,Data_Analytics,94,0,0,2,0.9,0.8,3.27,77780.95,0.708
1/22/2016,Data_Analytics,90,0,0,1,6,3.4,4.1,73643.53,0.745
1/23/2016,Data_Analytics,91,0,0,2,5.8,0.3,3.66,75499.59,0.678
1/24/2016,Data_Analytics,97,1,1,1,4,2,3.73,78139.48,0.782
1/25/2016,Data_Analytics,89,0,0,3,4.4,0.8,3.65,76271.56,0.675
1/26/2016,Data_Analytics,87,0,0,1,1.7,0.8,4.28,79024.16,0.707
1/27/2016,Data_Analytics,88,0,0,3,0.9,0.1,3.3,79399.77,0.777
1/28/2016,Data_Analytics,92,0,0,0,5,0.6,3.64,80038.97,0.694
1/29/2016,Data_Analytics,85,0,0,2,3.3,0.2,3.62,79748.51,0.747
1/30/2016,Data_Analytics,90,0,0,0,2,0.7,3.56,79504.18,0.794
1/31/2016,Data_Analytics,91,0,0,2,0.2,0.4,3.53,81913.28,0.703
2/1/2016,Data_Analytics,93,0,0,0,6.3,1.6,4.05,77892.02,0.799
2/2/2016,Data_Analytics,91,0,0,4,1.6,1.2,3.82,79332.26,0.689
2/3/2016,Data_Analytics,91,0,0,0,6.4,0.5,3.67,80105.72,0.734
2/4/2016,Data_Analytics,88,2,0,2,2,2.2,3.75,78445.43,0.638
2/5/2016,Data_Analytics,90,0,1,3,3,0.6,3.73,78906.15,0.677
2/6/2016,Data_Analytics,91,0,0,0,0.2,0.1,3.82,76552.51,0.78
2/7/2016,Data_Analytics,89,0,0,2,2.9,0.6,3.48,80593.21,0.74
2/8/2016,Data_Analytics,92,0,0,1,4.1,0.2,3.69,76193.15,0.686
2/9/2016,Data_Analytics,94,0,0,1,1.7,0.3,3.59,79561.06,0.628
2/10/2016,Data_Analytics,92,0,0,0,12.8,0.7,3.89,78320.58,0.736
2/11/2016,Data_Analytics,91,0,0,1,15.8,0.6,3.67,77906.52,0.729
2/12/2016,Data_Analytics,90,0,0,1,0.4,0.8,3.59,79688.15,0.722
2/13/2016,Data_Analytics,87,0,0,1,2.9,0.8,3.78,75637.8,0.726
2/14/2016,Data_Analytics,87,0,0,1,2.1,1.2,3.36,77358.8,0.766
2/15/2016,Data_Analytics,88,0,1,1,0.6,0.2,3.61,79708,0.737
2/16/2016,Data_Analytics,92,1,0,1,1.2,2.8,3.73,77529.74,0.722
2/17/2016,Data_Analytics,91,0,0,1,0.3,3.2,3.56,79013.14,0.799
2/18/2016,Data_Analytics,89,1,0,2,0.9,0,3.66,76345.13,0.756
2/19/2016,Data_Analytics,91,0,0,3,4.1,1.9,3.94,77557.63,0.751
2/20/2016,Data_Analytics,94,0,0,3,0.4,0.1,3.96,79096.68,0.743
2/21/2016,Data_Analytics,90,0,0,2,3.6,1,3.66,78786.3,0.647
2/22/2016,Data_Analytics,91,1,0,2,1.2,0.7,3.77,77816.44,0.776
2/23/2016,Data_Analytics,89,0,0,2,4.4,1.4,3.91,81311.88,0.758
2/24/2016,Data_Analytics,96,0,0,0,3.4,2.1,4.16,79737.37,0.738
2/25/2016,Data_Analytics,90,0,1,1,6.1,0.4,3.68,78262.59,0.723
2/26/2016,Data_Analytics,86,0,0,2,0.6,0.1,3.88,76786.73,0.76
2/27/2016,Data_Analytics,93,0,0,2,3.4,0.7,3.73,80703.38,0.745
2/28/2016,Data_Analytics,92,0,0,0,4.5,0.1,3.5,80133.48,0.714
2/29/2016,Data_Analytics,91,0,0,2,0.5,2.2,3.61,77734.06,0.739
3/1/2016,Data_Analytics,90,1,1,1,0.5,0,3.63,78641.83,0.636
3/2/2016,Data_Analytics,88,0,0,1,1.5,2.5,3.67,76761.91,0.68
3/3/2016,Data_Analytics,95,0,0,1,1.8,2.5,4.1,80431.3,0.725
3/4/2016,Data_Analytics,88,0,0,1,2.2,0,3.87,80220.69,0.627
3/5/2016,Data_Analytics,91,1,0,1,0.4,0.8,3.68,76044.78,0.746
3/6/2016,Data_Analytics,88,1,0,3,0.7,3.3,3.76,79032.21,0.793
3/7/2016,Data_Analytics,91,0,0,3,1.7,0.8,3.78,79004.54,0.682
3/8/2016,Data_Analytics,90,0,0,2,1.3,0.2,3.83,78121.55,0.75
3/9/2016,Data_Analytics,88,0,0,0,9.9,1.2,3.55,78726.04,0.709
3/10/2016,Data_Analytics,92,0,0,0,1,0.3,3.45,79630.33,0.791
3/11/2016,Data_Analytics,93,1,0,1,0,0.1,3.7,77785.95,0.732
3/12/2016,Data_Analytics,96,0,0,0,4.1,0.4,4.04,77078.93,0.719
3/13/2016,Data_Analytics,98,1,1,0,0.1,0.5,3.89,76349.35,0.74
3/14/2016,Data_Analytics,90,0,1,0,3.1,1.3,4.2,75267.4,0.68
3/15/2016,Data_Analytics,93,2,0,0,2.4,1.8,3.91,78080.74,0.729
3/16/2016,Data_Analytics,96,0,0,2,7.2,0.6,4,79258.96,0.673
3/17/2016,Data_Analytics,92,0,0,1,0.4,0.9,3.8,81848.04,0.737
3/18/2016,Data_Analytics,95,0,0,1,0.3,3.5,3.9,76877.73,0.791
3/19/2016,Data_Analytics,92,0,0,0,1.2,0.1,4.36,79304.45,0.761
3/20/2016,Data_Analytics,90,0,0,1,1.4,1.7,3.73,82217.7,0.769
3/21/2016,Data_Analytics,87,1,1,1,4.5,0.8,3.98,79805.92,0.71
3/22/2016,Data_Analytics,95,0,0,2,4.3,0.4,3.4,76239.2,0.698
3/23/2016,Data_Analytics,97,0,0,1,6.6,0.7,4.26,79164.9,0.793
3/24/2016,Data_Analytics,94,2,0,3,6.9,3.4,3.38,82068.92,0.807
3/25/2016,Data_Analytics,93,0,0,3,4.3,0.7,3.76,80479.13,0.704
3/26/2016,Data_Analytics,93,0,0,0,0.2,1.4,3.76,77693.73,0.702
3/27/2016,Data_Analytics,90,0,2,0,0,0.2,3.63,79175.08,0.719
3/28/2016,Data_Analytics,91,1,1,0,3.8,0.2,3.87,78235.72,0.727
3/29/2016,Data_Analytics,89,0,0,1,2.4,0.9,3.83,75906.34,0.725
3/30/2016,Data_Analytics,89,0,0,1,2.4,1.5,4.1,81764.25,0.736
3/31/2016,Data_Analytics,93,0,0,2,1,0,3.97,76885.45,0.732
4/1/2016,Data_Analytics,91,0,0,1,0.8,0.8,3.62,76090.03,0.698
4/2/2016,Data_Analytics,91,0,0,2,0.8,0.1,3.79,80765.86,0.773
4/3/2016,Data_Analytics,92,0,0,4,1.2,0.5,3.7,78807.01,0.792
4/4/2016,Data_Analytics,88,0,0,1,3.5,2.8,4.25,80197.48,0.699
4/5/2016,Data_Analytics,89,1,0,1,2,1.7,3.91,76988.73,0.7
4/6/2016,Data_Analytics,92,0,0,0,1.2,2.3,3.75,77627.6,0.73
4/7/2016,Data_Analytics,94,0,1,0,4.3,1.4,4.03,79325.81,0.777
4/8/2016,Data_Analytics,88,0,0,0,1.8,0.1,4.13,76546.55,0.759
4/9/2016,Data_Analytics,90,0,1,4,2.3,0,3.75,82581.69,0.685
4/10/2016,Data_Analytics,91,0,0,0,1.3,2.2,4.11,76924.11,0.619
4/11/2016,Data_Analytics,94,0,0,3,1.4,2.7,3.88,78947.04,0.762
4/12/2016,Data_Analytics,87,0,0,2,0.8,0.1,3.74,77845.37,0.693
4/13/2016,Data_Analytics,95,2,1,0,10.5,0.8,3.91,75191.87,0.751
4/14/2016,Data_Analytics,92,0,1,2,1,0.2,3.68,77583.67,0.704
4/15/2016,Data_Analytics,93,0,1,1,1.8,0,3.75,77144.08,0.681
4/16/2016,Data_Analytics,91,0,0,2,3.4,3.3,3.89,76743.71,0.686
4/17/2016,Data_Analytics,88,0,0,1,2.6,1.3,3.98,80405.01,0.655
4/18/2016,Data_Analytics,93,1,0,2,1,1.3,3.71,77388.13,0.747
4/19/2016,Data_Analytics,93,1,0,1,2.6,0.3,3.69,77486.52,0.733
4/20/2016,Data_Analytics,95,1,0,1,5.2,2.5,4.04,79842.21,0.781
4/21/2016,Data_Analytics,91,0,1,3,4.8,2.8,3.51,76845.76,0.71
4/22/2016,Data_Analytics,93,0,0,1,2.6,0.5,4.1,78782.72,0.748
4/23/2016,Data_Analytics,90,0,0,0,1.7,0.1,3.53,81527.18,0.823
4/24/2016,Data_Analytics,91,0,0,2,8.5,4.3,3.4,82072.34,0.713
4/25/2016,Data_Analytics,91,1,1,2,0.5,0.1,3.67,79203.79,0.658
4/26/2016,Data_Analytics,90,0,0,1,4.6,0,3.93,77161.67,0.7
4/27/2016,Data_Analytics,90,0,0,3,3.2,2.3,3.86,80398.15,0.746
4/28/2016,Data_Analytics,96,0,0,1,0.6,2.6,3.67,78034.31,0.749
4/29/2016,Data_Analytics,92,1,0,0,2.1,0.5,3.82,80007.51,0.645
4/30/2016,Data_Analytics,94,0,0,2,0.6,0.8,4.06,77826.91,0.627
5/1/2016,Data_Analytics,89,0,0,1,7,2.5,3.72,77409.53,0.757
5/2/2016,Data_Analytics,87,1,0,1,2,0.4,3.61,80669.35,0.722
5/3/2016,Data_Analytics,91,0,0,1,1.5,1.9,4.08,79301.96,0.742
5/4/2016,Data_Analytics,92,0,0,1,2.4,0.9,3.8,78594.26,0.779
5/5/2016,Data_Analytics,95,1,0,2,3,0.4,3.92,80766.6,0.795
5/6/2016,Data_Analytics,89,1,0,2,2.9,1.4,3.69,77717.86,0.681
5/7/2016,Data_Analytics,94,0,0,1,2.1,0.8,3.97,80497.98,0.633
5/8/2016,Data_Analytics,91,0,0,3,6.3,0.4,3.55,80200.45,0.767
5/9/2016,Data_Analytics,90,0,1,0,0.2,1.5,3.75,78955.78,0.796
5/10/2016,Data_Analytics,89,0,0,0,1.5,1.4,3.73,79892.22,0.741
5/11/2016,Data_Analytics,98,0,0,0,1,0,3.73,80194.95,0.682
5/12/2016,Data_Analytics,90,0,0,4,2.2,2.8,3.91,80005.52,0.775
5/13/2016,Data_Analytics,93,1,0,1,2,0.8,3.63,77958.18,0.791
5/14/2016,Data_Analytics,84,0,1,2,2.4,0.3,3.73,78440.55,0.758
5/15/2016,Data_Analytics,96,0,0,0,4.4,0.8,3.97,80586.79,0.735
5/16/2016,Data_Analytics,91,0,0,1,0.5,0.4,3.97,77850.78,0.718
5/17/2016,Data_Analytics,91,1,0,2,0.9,0.3,3.23,78576.26,0.747
5/18/2016,Data_Analytics,94,0,0,1,3.7,0.1,3.58,80014.94,0.771
5/19/2016,Data_Analytics,93,0,1,3,3.3,0.3,3.7,77638.4,0.733
5/20/2016,Data_Analytics,96,1,0,2,1.7,0.3,3.69,77617.27,0.696
5/21/2016,Data_Analytics,94,0,0,1,2.8,0.1,3.82,79048.02,0.748
5/22/2016,Data_Analytics,96,1,0,3,4.1,0.5,3.15,81218.73,0.682
5/23/2016,Data_Analytics,92,0,0,1,0.8,1,3.71,74989.08,0.812
5/24/2016,Data_Analytics,87,0,0,4,0.5,0.3,3.98,80064.22,0.729
5/25/2016,Data_Analytics,91,0,0,1,2.9,0.3,3.43,77562.34,0.631
5/26/2016,Data_Analytics,92,0,1,2,1.3,2.2,3.85,80176.82,0.7
5/27/2016,Data_Analytics,92,0,0,1,0.5,0.7,3.53,78612.8,0.812
5/28/2016,Data_Analytics,95,1,0,2,3.5,0,3.83,80275.3,0.645
5/29/2016,Data_Analytics,94,0,0,1,0.5,0.1,3.59,80076.62,0.687
5/30/2016,Data_Analytics,91,0,0,3,4.3,1.9,3.3,79218,0.626
5/31/2016,Data_Analytics,93,1,0,4,4,2.2,3.38,76707.55,0.809
6/1/2016,Data_Analytics,89,0,0,1,4,0.9,3.56,80109.47,0.677
6/2/2016,Data_Analytics,95,1,0,1,7.6,1.9,3.64,78945.87,0.779
6/3/2016,Data_Analytics,89,0,0,2,0.5,1.6,3.41,81006.91,0.683
6/4/2016,Data_Analytics,88,0,0,3,2.1,0.3,3.32,77805.29,0.742
6/5/2016,Data_Analytics,90,0,0,1,2.5,1,3.63,80793.27,0.73
6/6/2016,Data_Analytics,92,1,0,4,0.7,0.5,3.65,81112.88,0.717
6/7/2016,Data_Analytics,93,0,0,5,4.8,1.9,3.62,77721.84,0.728
6/8/2016,Data_Analytics,91,0,0,3,0.9,0.1,3.82,78330.75,0.733
6/9/2016,Data_Analytics,89,0,1,0,4.6,1.5,3.4,77772.56,0.723
6/10/2016,Data_Analytics,91,1,0,1,0.1,0.1,3.63,82249.93,0.776
6/11/2016,Data_Analytics,94,0,0,1,7.2,0.2,3.31,81195.79,0.751
6/12/2016,Data_Analytics,91,0,1,2,0.1,1,3.57,78420.99,0.726
6/13/2016,Data_Analytics,93,1,0,2,5.3,0.2,3.37,78860.95,0.771
6/14/2016,Data_Analytics,91,0,0,1,2.5,2.2,3.73,79898.79,0.77
6/15/2016,Data_Analytics,94,0,0,2,0.3,1.6,3.59,80671.56,0.803
6/16/2016,Data_Analytics,91,2,0,1,5.6,3.8,3.64,80301.33,0.74
6/17/2016,Data_Analytics,98,1,1,0,1.9,2,3.81,76704.58,0.613
6/18/2016,Data_Analytics,92,0,0,1,2.5,0.1,3.42,81782.23,0.748
6/19/2016,Data_Analytics,95,1,0,1,4.3,0.4,3.55,79263.67,0.766
6/20/2016,Data_Analytics,93,0,0,4,3.6,0.5,3.55,82780.24,0.645
6/21/2016,Data_Analytics,91,0,1,2,3,0.9,3.31,81464.24,0.729
6/22/2016,Data_Analytics,92,0,0,2,3.2,0.7,3.73,76785.06,0.673
6/23/2016,Data_Analytics,91,0,0,0,0.3,0.2,3.44,79932.01,0.752
6/24/2016,Data_Analytics,92,1,1,2,0.3,0.4,3.4,78336.33,0.679
6/25/2016,Data_Analytics,93,1,0,4,2.6,1.4,3.5,79163.92,0.698
6/26/2016,Data_Analytics,94,0,1,4,1.1,0.4,3.11,78342.52,0.699
6/27/2016,Data_Analytics,92,0,0,1,0.7,1.1,3.37,76723.87,0.771
6/28/2016,Data_Analytics,94,1,0,4,0.3,0.4,3.63,77998.66,0.68
6/29/2016,Data_Analytics,95,1,0,2,0.3,0.6,3.53,81474.24,0.64
6/30/2016,Data_Analytics,87,0,0,3,0.3,0.2,3.45,79930.38,0.69
7/1/2016,Data_Analytics,90,1,0,3,1.6,0.3,3.07,80288.31,0.695
7/2/2016,Data_Analytics,90,0,0,2,0.1,1.6,3.32,78031.26,0.675
7/3/2016,Data_Analytics,92,1,0,3,0.1,4.2,3.55,78569.25,0.726
7/4/2016,Data_Analytics,91,0,0,1,4.4,0.3,3.35,80544.93,0.669
7/5/2016,Data_Analytics,92,0,0,0,1,1.4,3.56,79322.68,0.688
7/6/2016,Data_Analytics,93,0,0,0,0.6,3.4,3.83,76926.6,0.755
7/7/2016,Data_Analytics,92,0,0,1,3,0.4,3.72,79243.31,0.707
7/8/2016,Data_Analytics,88,1,0,1,5.3,0.5,3.65,79917.27,0.71
7/9/2016,Data_Analytics,91,0,0,1,3.8,1.3,3.55,82138.48,0.708
7/10/2016,Data_Analytics,91,1,0,0,0.1,2.4,3.78,77633.18,0.578
7/11/2016,Data_Analytics,92,1,0,2,5.1,0.2,3.05,78773.27,0.728
7/12/2016,Data_Analytics,85,0,0,3,3.4,0.9,3.2,76927.24,0.703
7/13/2016,Data_Analytics,93,1,0,0,1.5,0.6,3.68,78612,0.743
7/14/2016,Data_Analytics,89,0,0,3,1,0,3.55,79189.31,0.73
7/15/2016,Data_Analytics,91,0,0,1,3.1,2.9,3.49,77608,0.71
7/16/2016,Data_Analytics,91,0,0,0,1,0.4,3.39,78606.44,0.685
7/17/2016,Data_Analytics,92,1,1,3,1.3,0.5,3.38,80487.47,0.642
7/18/2016,Data_Analytics,91,0,0,1,0.8,0.2,3.28,77932.78,0.717
7/19/2016,Data_Analytics,91,0,0,1,0.7,0.5,3.36,79574.43,0.728
7/20/2016,Data_Analytics,93,1,0,1,2.2,2.1,3.48,79749.37,0.726
7/21/2016,Data_Analytics,87,1,0,3,1.4,0.7,3.51,77960.81,0.726
7/22/2016,Data_Analytics,90,0,0,1,5.1,0,3.56,78626.19,0.8
7/23/2016,Data_Analytics,96,1,0,3,1.2,0,3.64,80115.07,0.707
7/24/2016,Data_Analytics,91,0,1,2,3.4,0.4,3.42,78676.72,0.749
7/25/2016,Data_Analytics,88,2,0,4,3.7,0.1,3.39,79601.16,0.737
7/26/2016,Data_Analytics,95,0,0,1,3,1,3.78,82670.73,0.756
7/27/2016,Data_Analytics,95,0,0,2,2.8,2.3,3.5,78278.58,0.665
7/28/2016,Data_Analytics,91,1,1,2,2,5,3.74,81445.58,0.709
7/29/2016,Data_Analytics,95,0,0,3,0.3,0.6,3.42,77553.33,0.685
